Customer_Key,Type,RecencyDays,Frequency,Monetary,Tenure,Streaming
895834,BTC,4,12,885.4046,338,6
895877,BTC,18,38,928.3723878,352,0
895916,BTC,23,13,-14.707352610500022,347,12
896190,BTC,27,10,533.428549,234,0
896200,BTC,13,14,780.027017,272,6508
896206,BTC,18,6,229.72794,124,1123
896220,BTC,2,15,295.59008104289995,63,0
896229,BTC,15,12,924.5888,349,0
896236,BTC,15,44,911.8196887731999,350,3723
896337,BTC,15,14,915.8412,349,0
896374,BTB,29,5,164.815677,90,0
896493,BTC,16,20,840.2339519999999,364,1741
896506,BTS,11,13,894.0936220031999,345,0
896571,BTC,10,10,627.8156349999999,254,63
896610,BTB,35,3,739.1025999999999,297,2
896617,BTC,11,7,0,134,1559
896799,BTC,3,12,924.5888,337,0
896813,BTC,11,15,656.5399957635999,255,0
897088,BTC,8,33,1019.0818618999999,342,0
897090,BTC,10,19,775.3088399999999,344,0
897128,BTC,28,6,348.822,301,3079
897161,BTS,19,16,780.3104539999999,308,0
897177,BTC,9,39,1030.4734750042999,363,95
897206,BTS,21,7,186.89381699999998,280,0
897220,BTC,28,24,1033.9427013405,356,17
897317,BTC,16,5,391.842,138,1372
897491,BTC,23,160,3665.503757947,321,489
897536,BTC,1,15,481.32755699999996,364,0
897542,BTC,16,10,627.8156349999999,260,164
897546,BTB,13,12,924.5888,347,0
897588,BTC,18,3,156.7368,79,512
897630,BTC,13,19,792.946204,347,1614
897672,BTB,25,12,924.5888,358,1387
897677,BTC,2,14,416.761782,329,0
897695,BTS,11,10,195.391572,166,256
897699,BTC,20,25,897.9831989999999,354,0
897842,BTC,327,2,812.9731999999999,354,934
897945,BTC,21,15,917.886815,341,0
897990,BTS,15,9,-293.3713441325,57,34
897993,BTC,26,9,399.16083864760003,363,0
898027,BTS,17,2,78.3684,47,2
898180,BTS,10,11,385.7011579774,182,199
898187,BTC,5,1,0,5,53
898210,BTC,59,4,-277.93773,63,0
898223,BTC,11,6,783.6091191836999,244,286
898350,BTC,6,21,545.537735,362,154
898363,BTC,7,12,916.6727999999999,341,997
898404,BTC,3,27,794.9735164125,337,220
898437,BTC,2,11,256.025092,185,0
898446,BTC,29,15,330.991338,120,164
898500,BTC,7,15,530.926923,355,491
898534,BTC,19,10,240.301371,343,0
898561,BTC,8,15,822.9154689999999,342,867
898574,BTC,3,13,1018.7891999999999,365,322
898735,BTC,29,6,391.842,181,11396
898801,BTS,20,7,470.21039999999994,203,132
898977,BTS,2,23,722.8130384643999,359,187
899188,BTC,2,6,245.41884011899998,93,0
899351,BTC,3,9,389.94319099999996,155,0
899366,BTC,63,5,794.489884,355,9682
899374,BTC,27,18,714.0133120703999,196,114
899394,BTC,12,2,-4.7125711065,12,0
899437,BTB,4,5,238.20700599999998,97,20
899460,BTB,17,25,1065.5810392184999,356,0
899561,BTC,2,13,0,216,3102
899783,BTS,4,4,48.58662199999999,67,720
899838,BTC,5,8,549.7952439999999,189,1687
899855,BTC,21,18,994.0808189999999,355,297
899975,BTC,6,13,660.7279969918,282,0
900037,BTS,19,12,916.6727999999999,353,0
900039,BTC,16,27,765.2512929999999,350,0
900051,BTC,21,12,924.5888,355,0
900237,BTC,3,20,602.3199112,337,833
900290,BTC,19,12,924.5888,353,2633
900375,BTC,23,17,927.6570979999999,357,516
900466,BTC,5,16,876.3761819319999,325,1085
900552,BTC,14,14,154.123904,179,1458
900554,BTC,3,9,368.22127598730003,165,549
900677,BTC,2,16,988.3640929999999,365,25
900748,BTC,6,8,416.993994,159,119
900814,BTC,17,12,924.5888,351,179
900854,BTS,11,3,0,74,47
900909,BTC,14,4,205.21815012,167,108
901095,BTC,16,8,479.37359999999995,244,2770
901098,BTC,8,4,235.10519999999997,99,0
901192,BTC,11,19,1060.707564636,347,0
901201,BTC,28,16,823.6052581199999,317,0
901311,BTS,9,16,923.3844419999999,362,0
901352,BTC,11,17,876.4792041,346,51
901413,BTC,1,6,298.94490429399997,153,0
901445,BTC,20,12,924.5888,354,0
901475,BTC,10,37,908.6997713080999,359,1716
901479,BTC,19,25,855.9858237365,341,0
901552,BTC,17,8,325.01266,193,4967
901606,BTC,4,31,763.1710690849,338,101
901643,BTC,22,23,687.1192425723,365,0
901779,BTC,27,7,182.3016986132,57,0
901903,BTC,2,8,188.059902,63,160
901968,BTC,26,24,295.0434588629,362,0
902064,BTC,22,6,264.7076823207,335,145
902072,BTC,21,18,807.1129719999999,355,4
902209,BTC,2,7,186.16141699999997,196,105
902324,BTS,26,15,435.43703089999997,209,1231
902415,BTC,24,22,714.4060043919,358,1474
902427,BTS,21,10,-2.364916000000001,28,0
902465,BTB,7,23,1013.7394221999999,362,45
902548,BTC,23,12,900.8408,358,0
902567,BTC,7,13,891.2028959999999,341,0
902688,BTB,7,10,415.313657,334,0
902785,BTS,4,23,738.939051,298,575
902802,BTC,2,9,172.5304439,63,0
902863,BTC,27,15,442.3000357425,338,1825
902877,BTC,115,3,749.421663,337,1410
902882,BTC,17,3,57.81462199999999,47,0
902885,BTC,3,12,940.4207999999999,337,1
902984,BTC,7,8,292.5918078078,148,2538
903196,BTC,24,4,81.2576482214,51,0
903238,BTC,3,26,776.1968194658999,337,2032
903336,BTC,7,48,521.73546,358,0
903418,BTC,8,17,259.8640850412,112,52
903652,BTC,3,11,235.527324,365,144
903828,BTC,14,71,643.3221446764,363,191
903845,BTC,7,12,918.6182399999999,341,0
904097,BTC,25,26,911.7342356846999,359,7730
904100,BTC,2,13,447.388351404,185,0
904107,BTC,3,23,952.3688562827999,339,0
904136,BTC,13,13,524.0941219,165,158
904392,BTC,58,25,274.70512779999996,337,2843
904600,BTC,47,15,659.2263096247999,358,1247
904629,BTC,14,41,1035.957791667,355,0
904713,BTC,11,6,0,134,275
904737,BTC,22,14,325.80322542,306,79
904784,BTC,18,37,806.5840683465999,352,1268
904793,BTC,19,11,317.2586821991,254,0
904821,BTS,25,5,178.99022699999998,86,0
904835,BTC,2,15,284.7009748,346,0
904840,BTC,18,33,392.69699299999996,180,0
905094,BTC,15,4,53.970436,159,353
905170,BTC,29,19,937.7713389999999,363,587
905261,BTC,17,3,87.92358,359,0
905418,BTC,2,29,-74.98876210000005,359,0
905560,BTS,28,14,788.5756971732,329,223
905575,BTC,4,9,213.10461,213,0
905609,BTC,11,12,580.682117,225,0
905610,BTB,16,9,460.69323999999995,200,237
905654,BTC,15,17,883.8996239999999,349,420
905776,BTB,20,12,924.5888,354,0
905941,BTC,19,8,287.49088,194,0
905966,BTB,26,7,162.3768426668,87,94
905983,BTC,12,4,72.132369,315,10
906020,BTC,27,9,159.19743099999997,179,254
906114,BTC,2,18,234.86003,340,4627
906241,BTC,14,6,231.5399749788,353,633
906312,BTC,11,29,1024.5239571255,345,678
906358,BTC,28,7,119.4947479391,58,19
906488,BTC,26,6,308.47685299999995,148,0
906526,BTB,21,12,924.5888,355,172
906694,BTC,8,21,534.5764478,222,694
906713,BTC,12,24,924.4094628999999,360,4288
906879,BTC,20,12,579.2324883224,203,0
906943,BTC,25,9,260.5374329,177,0
906963,BTB,27,8,389.6068090235,336,0
906989,BTC,19,5,236.76582596469999,68,0
907050,BTC,10,61,1447.9332358972,353,95
907174,BTC,6,19,835.145449,358,0
907177,BTC,20,37,668.7749098232999,354,0
907190,BTC,17,29,1129.3202764,356,0
907206,BTC,20,5,0,144,252
907480,BTC,14,27,662.7149818999999,303,0
907552,BTC,1,6,297.005796,123,0
907610,BTC,12,6,375.2184,165,308
907727,BTC,23,32,1058.0725745411,362,0
907943,BTC,19,3,37.887235000000004,29,207
907978,BTC,2,6,146.58537771579998,63,0
908116,BTC,13,4,70.4524,205,99
908235,BTC,10,25,751.6258518999999,346,1225
908347,BTC,17,4,130.62262199999998,87,1824
908352,BTC,2,24,630.4069902192999,239,0
908702,BTC,6,5,312.682,128,2616
908732,BTC,21,16,624.584256,310,1
908888,BTC,4,11,40.963286999999994,363,1266
908958,BTC,8,1,0,8,107
909038,BTC,9,9,205.248093,270,677
909204,BTC,11,20,966.9469471911999,347,350
909263,BTB,2,52,1649.1975827817,337,0
909314,BTC,3,10,730.9466259999999,354,213
909331,BTC,15,39,1139.456794,358,2106
909427,BTC,4,19,633.7909447433,349,0
909444,BTC,1,12,127.77401735359997,62,1032
909524,BTC,5,7,408.2083346306,158,412
909566,BTC,8,7,470.21039999999994,191,542
909569,BTC,4,9,184.3190684355,95,230
909651,BTC,20,6,-3.8937720000000002,83,121
909714,BTB,14,16,953.4277539999999,348,0
909805,BTC,3,28,820.3299276324999,362,50
909846,BTC,29,12,924.5888,363,1061
909957,BTC,24,8,312.7399363663,344,64
910233,BTC,7,10,-49.25240046000001,282,305
910351,BTC,2,9,219.95447499999997,266,0
910398,BTC,19,31,956.6926493248,361,0
910446,BTC,14,1,0,14,2168
910554,BTS,28,7,369.90121999999997,180,0
910659,BTC,3,18,1000.601557,365,373
910670,BTC,7,16,645.54842,275,672
910746,BTC,17,35,724.7912098999999,351,1177
910817,BTC,2,4,126.99301699999998,63,0
910977,BTC,27,13,752.2902429999999,316,0
911016,BTC,22,3,79.15658499999999,52,0
911178,BTC,12,22,942.4540240278999,360,0
911199,BTC,27,17,1013.7235649999999,361,0
911292,BTC,26,10,167.595877,324,84
911299,BTC,14,15,916.753612,362,0
911321,BTC,66,12,782.5915399999999,360,0
911484,BTC,9,39,984.6501882286,361,0
911509,BTB,19,1,0,19,7
911583,BTB,50,9,739.3431218999999,337,1858
911651,BTC,5,5,24.8551287,24,0
911711,BTC,4,7,414.90851299999997,277,11
911737,BTC,27,15,11.2665001614,342,0
911957,BTC,27,6,45.10672,85,234
911959,BTC,26,10,433.682006,239,610
912010,BTC,27,11,22.043855958199998,212,364
912025,BTS,11,7,107.41749024399999,276,0
912047,BTC,8,125,1311.1390870748,364,0
912069,BTC,4,26,67.4822738,291,0
912161,BTC,9,12,689.4835999999999,338,683
912237,BTC,3,41,964.5517266182,337,0
912246,BTC,11,13,823.252451,317,27
912293,BTS,30,6,0,201,38
912316,BTC,22,21,261.3023382,206,0
912324,BTC,5,37,832.6404825146999,339,297
912334,BTC,17,10,265.8613904056,47,36
912391,BTC,30,38,879.7185480475999,364,2
912454,BTC,7,12,459.673707,229,1
912521,BTC,5,17,888.6812224399999,353,0
912632,BTS,25,5,0,207,323
912636,BTC,26,7,143.079106,125,11753
912685,BTC,5,4,0,214,674
912784,BTC,28,23,1027.597976,362,326
912804,BTC,13,28,943.8437008999999,347,74
912814,BTC,8,13,917.0029199999999,344,4213
912890,BTC,25,16,853.5737019999999,363,1941
912897,BTS,4,23,888.138113,324,0
912967,BTC,7,10,0,192,493
912994,BTC,13,4,235.10519999999997,104,521
913003,BTC,7,8,16.298972,282,495
913024,BTC,18,15,-100.0494498789,354,471
913033,BTC,6,21,1068.632548,344,4500
913102,BTC,44,17,781.9563688999999,364,0
913187,BTC,4,4,82.74441999999999,205,107
913219,BTB,10,29,1039.3056294159999,344,0
913230,BTC,4,38,585.6081747,324,1821
913370,BTC,19,14,964.8303945301999,353,4
913386,BTB,7,60,762.3478809999999,315,0
913555,BTC,20,31,617.3149399,111,313
913558,BTC,20,9,143.3956140293,285,1144
913733,BTC,8,20,796.4281372518999,353,278
914056,BTC,14,18,699.1777630160999,341,662
914075,BTC,13,9,520.522464,220,1
914081,BTI,26,5,65.85905989999999,56,0
914226,BTC,16,7,214.2959684349,361,0
914251,BTC,12,15,941.9886578999999,346,2425
914259,BTC,10,12,395.7972525596,132,490
914282,BTC,10,4,-7.448372,42,298
914355,BTC,15,39,315.12521499999997,209,0
914377,BTC,23,9,264.3776928,215,447
914413,BTC,16,15,613.9849725345,168,0
914442,BTC,9,29,572.7990104257,260,0
914446,BTC,26,2,78.3684,56,459
914499,BTC,5,26,1149.1726894654998,339,19
914540,BTC,5,16,563.421744,198,825
914550,BTC,29,12,924.5888,363,358
914560,BTC,26,8,454.77360699999997,209,2274
914625,BTC,3,6,291.47772399999997,251,761
914646,BTC,24,13,718.7762449999999,283,0
914649,BTC,21,12,924.5888,355,117
914675,BTC,20,13,579.7540829999999,309,675
914799,BTC,1,2,78.3684,32,42
914822,BTC,3,15,783.0822489999999,337,3342
914882,BTC,15,5,312.682,132,913
914885,BTC,11,12,924.5888,345,0
914956,BTC,7,15,906.5447278831999,341,1598
914964,BTC,3,15,912.3597699999999,337,0
915008,BTB,9,15,1009.8032433169999,343,0
915068,BTS,8,6,391.842,199,382
915086,BTS,21,4,158.5049479153,51,0
915172,BTC,29,12,900.8408,363,0
915256,BTC,15,10,219.3822371,178,0
915280,BTC,28,13,918.580979,362,477
915340,BTC,15,13,914.2560169999999,349,5920
915355,BTC,12,35,940.7783425089,346,1476
915433,BTS,22,40,205.7435004,247,146
915435,BTC,19,12,916.6727999999999,353,0
915601,BTC,19,3,49.956599999999995,49,49
915744,BTC,6,6,40.2132,237,371
915965,BTC,8,2,3.401244,8,0
916099,BTS,13,4,235.10519999999997,104,705
916108,BTB,24,16,967.62402,358,0
916142,BTC,17,23,852.9384709015,365,98
916145,BTC,8,17,914.3309679869,342,0
916173,BTC,14,19,1022.5852629999999,348,0
916265,BTC,10,12,537.407666,224,491
916289,BTS,10,5,313.4736,132,230
916438,BTC,3,14,959.818904,337,11
916560,BTB,3,4,171.4897596622,64,0
916608,BTC,4,17,970.5783439999999,338,1
916609,BTC,15,35,954.789055,364,0
916665,BTC,5,8,343.61629489999996,127,393
916690,BTC,25,5,83.54011299999999,55,0
916701,BTC,26,8,88.5196802329,56,95
916789,BTC,25,16,920.855656,359,0
916818,BTC,15,12,924.5888,349,0
916844,BTS,4,5,76.0233933162,185,197
916872,BTC,3,17,988.871904,337,0
916940,BTC,28,16,923.518246,362,0
916969,BTC,6,22,1046.8009918999999,340,248
917018,BTC,26,14,-17.687785,211,549
917056,BTC,23,23,757.4372208574999,343,0
917233,BTS,14,21,638.8973252797,166,0
917314,BTS,2,7,249.316658,154,0
917324,BTC,27,12,542.0794586072,362,256
917359,BTC,29,25,277.65889899999996,346,2779
917435,BTC,4,3,97.29451999999999,282,71
917505,BTC,18,15,915.1433959999999,352,868
917528,BTC,30,18,215.461919,213,0
917529,BTC,18,12,940.4207999999999,352,5567
917583,BTC,26,8,0,212,105
917750,BTC,23,4,146.047024,84,572
917805,BTC,9,32,815.2707949999999,358,5544
917828,BTC,30,20,843.9355586833999,365,0
917948,BTC,3,13,1018.7891999999999,365,0
917950,BTS,9,10,-181.9393243,9,0
917999,BTC,20,12,924.5888,354,2078
918057,BTC,28,4,76.51922599999999,122,206
918208,BTC,45,9,920.8692830056,263,806
918269,BTC,3,39,369.5540749999999,338,0
918419,BTC,21,6,245.48994,112,0
918447,BTC,3,15,471.99888883449995,301,2623
918451,BTC,3,13,658.352349,345,0
918487,BTC,26,6,375.2184,179,0
918501,BTC,28,24,645.903106,362,0
918548,BTC,26,6,361.207223,149,6466
918586,BTC,30,29,711.343631,364,0
918598,BTC,11,3,-12.817750952299999,11,23
918762,BTC,11,14,388.5431134,194,666
918774,BTC,8,19,830.2383600853999,340,0
918789,BTC,10,13,743.6593399999999,299,0
918841,BTC,17,7,348.4844,273,15
918847,BTC,8,19,865.5183759856,342,125
918866,BTC,17,25,749.7319517999999,357,2868
918952,BTC,8,16,879.556785,328,733
919297,BTB,27,8,472.8691,180,0
919532,BTB,30,12,908.7567999999999,364,0
919572,BTC,28,9,164.533866,119,1208
919646,BTC,5,35,1050.7021827080998,356,0
919657,BTC,13,12,924.5888,347,230
919812,BTS,22,12,924.5888,356,0
919961,BTC,8,28,903.2513197,344,1013
919974,BTC,25,28,933.0738502841999,359,311
919991,BTC,8,22,855.2670519999999,342,96
920051,BTC,16,15,477.2591692459,178,0
920086,BTS,4,25,978.1444081366,360,6
920251,BTS,26,3,-11.82156,26,0
920264,BTS,2,14,797.5639319999999,342,397
920274,BTC,21,12,823.3205389999999,290,0
920300,BTC,252,3,758.2384407321999,342,2123
920314,BTS,3,13,663.35614,262,572
920319,BTC,12,10,404.48004999999995,195,0
920346,BTC,46,13,1124.4747771011998,358,3504
920383,BTC,29,3,78.56503699999999,59,0
920425,BTC,8,22,697.1282458999999,347,97
920462,BTC,17,11,337.93629999999996,150,895
920589,BTC,9,8,0,195,151
920596,BTC,8,20,871.086669563,359,0
920667,BTC,3,31,577.0689097925,344,715
920759,BTC,24,7,386.5885684709,146,268
920766,BTC,7,12,769.072145,296,0
920799,BTC,26,10,323.99841022,178,137
920901,BTC,30,4,235.10519999999997,121,449
920917,BTC,17,18,868.3812569989,351,111
920937,BTC,11,9,162.68763800000002,163,0
920942,BTS,24,23,613.9100969,283,1517
921046,BTC,6,7,377.143176,159,273
921173,BTC,14,32,1074.2610863159998,353,47
921192,BTC,30,11,767.852,341,0
921307,BTC,11,15,919.062463,345,0
921442,BTS,11,5,177.67226291539998,155,0
921579,BTS,1,2,25.96,227,6
921623,BTC,26,2,78.3684,86,466
921782,BTC,11,7,386.41200699999996,163,0
921842,BTB,23,5,89.22037499999999,321,0
922001,BTC,17,14,899.136233,351,0
922014,BTC,21,49,1041.91263001,355,619
922130,BTC,1,13,733.413456,245,0
922179,BTC,15,6,375.2184,168,1621
922361,BTC,14,5,166.72322699999998,218,51
922416,BTC,6,16,131.5767571815,36,0
922511,BTC,17,37,857.7892766097999,359,4744
922522,BTC,4,18,533.8612818736999,187,127
922536,BTS,13,1,0,13,98
922551,BTS,22,8,31.008524,213,0
922561,BTB,3,61,659.967849046,300,239
922642,BTC,4,24,899.6036922267,357,0
922702,BTB,26,12,568.092891,240,1
922710,BTC,8,14,922.9727459999999,342,0
922748,BTC,25,27,990.0631429499999,359,0
922760,BTC,15,19,803.2181386054999,364,941
922777,BTC,26,8,212.9613,274,821
922788,BTC,18,13,1032.68104,352,27
922912,BTC,4,17,881.8902608999999,313,6
923000,BTC,2,25,654.373037,344,0
923105,BTC,11,6,312.638424,111,1059
923120,BTC,1,19,425.1758446732,62,0
923136,BTS,18,12,588.8186959999999,318,467
923142,BTC,23,12,573.148909,237,151
923176,BTC,28,16,679.6722159999999,364,316
923190,BTC,3,7,-162.7851663795,17,0
923286,BTS,15,3,0,78,806
923310,BTC,25,8,377.585691,177,3580
923444,BTC,16,12,900.8408,350,0
923530,BTC,11,18,753.0996289146999,306,1802
923545,BTC,7,8,28.735577,205,468
923546,BTC,8,21,724.1829860999999,354,1689
923597,BTC,25,12,926.55104,359,0
923599,BTS,34,3,836.42162,354,1637
923604,BTC,19,39,558.5849143917999,353,24
923640,BTC,10,1,0,10,0
923700,BTC,9,23,619.0652880947999,254,1725
923805,BTC,13,12,924.5888,347,629
923809,BTC,2,13,84.16661789999999,63,0
923818,BTC,17,5,312.682,139,2119
923918,BTC,7,24,64.298843176,297,2698
923942,BTC,8,43,596.6713875759,364,452
924052,BTC,24,9,475.8766249727,207,0
924088,BTC,6,12,682.5490324583999,265,0
924093,BTC,14,7,312.294489,136,0
924094,BTS,22,8,6.648258804399993,58,0
924222,BTS,16,56,1076.2777982984,359,48
924283,BTC,3,12,916.6727999999999,337,0
924369,BTC,2,5,110.820032,63,7
924630,BTC,29,26,1024.4442849907,363,438
924685,BTC,1,9,626.9472,245,23
924720,BTC,4,12,924.5888,338,2041
924724,BTC,23,8,419.80199999999996,236,499
924833,BTC,22,4,4.7426260000000005,29,0
924842,BTC,12,16,852.9985539999999,345,0
924872,BTC,24,11,196.511267,54,0
924888,BTC,3,17,1015.1341426179999,337,2509
924929,BTC,3,17,803.2227589999999,337,301
924930,BTC,24,5,313.4736,146,536
925059,BTC,18,16,844.708636,353,1300
925103,BTC,19,21,750.4223039999999,353,375
925114,BTC,27,18,270.09749099009997,210,718
925152,BTC,14,12,940.4207999999999,348,0
925244,BTC,2,5,154.322264,63,0
925246,BTC,13,26,953.3798614297999,361,153
925247,BTC,16,2,78.3684,46,1
925254,BTC,25,20,877.4062889999999,359,0
925262,BTS,11,2,78.3684,41,399
925263,BTC,23,8,35.151983,186,134
925412,BTC,2,63,373.40682569449996,363,0
925486,BTC,9,19,910.9429269,359,12078
925491,BTS,29,9,420.78002,212,785
925593,BTC,7,3,141.6987745029,237,222
925678,BTC,11,29,675.9075084399999,348,75
925770,BTC,2,12,180.3362041284,220,865
925843,BTC,2,3,54.88126,151,7
925846,BTC,23,1,0,23,318
925849,BTS,14,34,1011.9347458999999,362,0
925882,BTC,30,10,527.2250459999999,244,1310
925891,BTC,14,4,122.76549027259999,274,0
925938,BTC,15,9,2.036444,201,0
925941,BTC,3,13,921.3177239999999,337,0
926030,BTC,3,5,312.682,125,2299
926106,BTC,17,13,942.9957047628,351,294
926137,BTC,27,13,873.31252,347,0
926175,BTC,6,91,731.4549521872999,365,972
926182,BTC,13,12,924.5888,347,0
926212,BTC,24,9,346.67464099999995,176,350
926219,BTC,25,8,301.197824,171,857
926388,BTC,19,8,270.15385299999997,173,0
926410,BTC,18,9,222.90290389999998,109,36
926412,BTC,12,48,834.0310420540999,362,99
926455,BTC,27,8,251.9344804416,149,69
926501,BTC,16,8,391.63884099999996,170,0
926512,BTB,18,7,377.205561,263,631
926564,BTC,30,12,908.7567999999999,364,1362
926621,BTC,6,7,350.07402199999996,158,843
926646,BTC,14,17,873.2035719999999,334,3737
926651,BTC,3,22,801.072775,337,378
926683,BTC,26,29,765.6747359517,360,1518
926721,BTC,16,8,193.584574,262,87
926843,BTC,14,9,294.824376,136,111
926853,BTC,23,14,592.71012,325,0
926943,BTC,71,17,426.52980999999994,361,780
926962,BTC,24,74,769.4823075748999,359,70
927040,BTS,3,34,898.0001209999999,362,1251
927043,BTC,18,14,851.1347199999999,352,410
927090,BTB,14,6,274.2894,167,1182
927134,BTC,2,6,182.2937638389,63,0
927136,BTC,22,9,237.2409559,144,722
927282,BTS,7,4,203.44119999999998,98,64
927357,BTC,5,3,-3.5707057649000005,5,0
927377,BTC,30,6,58.80382333389999,60,0
927399,BTC,28,19,1003.3514066555999,362,91
927408,BTC,4,6,252.48829099999998,251,0
927496,BTB,4,4,13.413401853599998,4,0
927522,BTC,8,33,622.1186401855999,350,0
927570,BTC,21,9,535.504029,235,7
927604,BTC,19,13,862.866819,339,115
927787,BTB,16,8,495.95010199999996,304,646
927860,BTC,6,12,924.5888,340,1
927884,BTC,16,32,990.4898698999999,360,51
927910,BTC,23,3,15.910675412999998,23,200
928019,BTC,7,10,0,192,1064
928020,BTC,17,11,107.24150095029998,47,0
928113,BTS,28,13,857.5361867723,348,2817
928151,BTC,4,26,290.242039,148,0
928272,BTC,17,12,538.132347,231,0
928314,BTS,25,7,388.6948475727,147,404
928329,BTC,18,22,689.1661579999999,354,0
928331,BTC,12,1,0,12,0
928350,BTC,2,6,356.72684,251,66
928405,BTC,16,21,1057.0597618799,212,139
928464,BTC,22,8,140.35628732179998,357,0
928484,BTS,11,17,960.8240136981999,356,2606
928516,BTC,29,22,946.8393140228999,363,0
928562,BTC,29,13,551.59144204,361,307
928568,BTC,23,12,458.0380911105,356,233
928585,BTS,19,23,825.7956119387,339,0
928656,BTC,10,15,750.633335,344,1536
928675,BTB,13,24,1013.9478459999999,347,0
928686,BTC,9,19,891.2965519999999,341,1669
928707,BTB,19,12,940.4207999999999,353,0
928792,BTC,5,10,-5.239653000000007,66,0
928872,BTC,11,11,423.6693965782,22,0
928991,BTC,15,28,930.3257986402999,349,361
929018,BTC,44,8,690.3684559999999,176,640
929066,BTC,19,39,1367.1272233,356,1028
929123,BTC,27,17,945.2780789,361,540
929164,BTC,12,12,940.4207999999999,346,0
929239,BTC,27,3,58.60462199999999,57,0
929289,BTC,9,8,395.258854,162,1614
929335,BTS,30,32,459.27958499999994,351,2595
929340,BTS,1,12,862.0523999999999,321,136
929404,BTC,11,36,904.026265,361,1595
929426,BTC,25,1,0,25,102
929432,BTC,19,5,235.501,141,722
929491,BTS,2,3,112.325312,119,0
929520,BTC,29,12,924.5888,363,1039
929574,BTC,7,15,827.2082459999999,358,2529
929585,BTC,22,9,550.615244,236,1153
929769,BTC,3,30,862.69938453,365,0
929963,BTC,25,12,924.5888,359,0
929995,BTC,9,14,436.7806008414,232,312
930049,BTC,5,15,815.8338249999999,339,64
930059,BTS,16,16,864.497889,350,592
930080,BTC,10,7,383.509188,162,1104
930151,BTC,3,6,281.502024,125,3560
930252,BTC,23,12,924.5888,358,935
930274,BTC,16,33,1022.5682869999999,364,3306
930337,BTC,11,6,0,203,128
930380,BTC,17,16,925.6276009,351,0
930512,BTB,12,11,739.3915109999999,353,0
930684,BTC,17,7,470.21039999999994,200,1979
930687,BTC,6,14,947.5210179999999,340,649
930696,BTS,9,24,955.2483050328,343,0
930709,BTB,37,8,951.5856133,354,7
930800,BTC,5,39,470.90155899999996,201,0
930908,BTC,10,9,224.14400700000002,232,1574
930911,BTS,11,2,78.3684,41,56
931016,BTC,25,24,674.457915,314,0
931017,BTC,17,13,394.99652999999995,200,34
931020,BTS,28,7,329.5816,150,4775
931272,BTB,8,35,912.044344624,343,867
931283,BTC,21,15,901.338318,362,323
931297,BTC,21,12,900.8408,355,0
931433,BTC,47,1,0,47,0
931438,BTC,6,6,375.2184,159,471
931440,BTC,23,12,924.5888,357,0
931467,BTC,7,5,286.00883999999996,192,477
931683,BTC,12,12,924.5888,346,0
931692,BTC,3,27,865.9039892730999,354,836
931790,BTC,10,14,876.0584379999999,344,0
931826,BTS,27,18,49.712228,294,2374
931891,BTC,6,8,335.75845,128,0
931900,BTC,3,14,818.2070669999999,337,0
931947,BTC,25,5,177.525226,153,780
932045,BTC,30,8,316.10519999999997,213,2114
932085,BTC,30,24,971.4091803650999,364,401
932119,BTC,4,15,796.08327,353,1091
932145,BTC,17,27,774.65325576,351,184
932160,BTS,4,16,948.4033029999999,352,362
932175,BTC,19,45,720.9730190521999,360,0
932201,BTC,14,34,738.4023472782,348,0
932215,BTC,2,18,572.700755,350,36
932255,BTC,25,20,1138.2732909,345,0
932403,BTC,5,6,301.419387,127,708
932414,BTC,29,13,240.83211699999995,212,4
932426,BTB,15,6,87.43886499999999,101,0
932485,BTC,14,17,972.5229449999999,348,390
932505,BTC,4,16,660.9817039999999,261,0
932510,BTC,8,12,940.4207999999999,342,0
932525,BTC,8,22,969.9884394169,342,0
932531,BTC,10,17,944.5999958199999,344,0
932577,BTC,13,17,705.493658,358,0
932614,BTB,30,19,949.0861808190999,364,0
932662,BTC,25,2,78.3684,55,24
932687,BTC,10,38,709.3441444238999,347,282
932754,BTC,26,25,58.79114482119999,362,48
932994,BTC,24,7,307.70980699999996,274,0
933025,BTC,14,22,18.800896999999996,194,0
933117,BTC,2,6,109.024831,303,188
933161,BTC,2,53,1298.1730652022,294,26
933165,BTC,11,25,983.00285372,345,223
933221,BTC,22,13,873.1420059999999,356,0
933232,BTC,28,20,829.611768,362,51
933267,BTS,18,10,172.36777089999998,48,185
933298,BTC,3,17,698.6500273163999,337,475
933338,BTB,7,12,924.5888,341,0
933364,BTC,18,12,924.5888,352,695
933372,BTC,25,6,23.6984,87,179
933434,BTC,1,5,313.4736,122,1343
933443,BTC,46,26,1008.4295492688999,352,1702
933553,BTC,8,10,705.3155999999999,267,1475
933597,BTC,25,7,311.014818,147,636
933598,BTS,8,1,0,8,3
933615,BTC,24,6,48.84586199999999,84,89
933694,BTC,10,18,710.608982,363,278
933709,BTS,25,17,210.9911512684,116,0
933765,BTC,15,16,984.5227239999999,337,0
933790,BTC,2,54,767.7226794999999,337,478
933988,BTC,13,6,240.75164299999997,104,0
933994,BTC,4,34,899.8720926584999,358,890
934019,BTC,19,24,784.2145429863,358,5290
934034,BTC,4,16,922.137717,338,1990
934105,BTC,28,5,89.977505,66,12
934144,BTC,24,17,916.7867789999999,358,0
934161,BTC,11,14,445.77012599999995,255,1820
934186,BTC,20,36,782.5096310672999,365,6230
