Customer_Key,Type,Segment,Recency,Frequency,Monetary,Tenure,Streaming,RFMscore,RFMSscore
1201029,BTC,2,4,4,4,4,1,12,13
1201033,BTC,2,3,4,4,3,4,11,15
1201080,BTC,2,4,4,4,3,1,12,13
1201111,BTC,1,2,2,1,1,1,5,6
1201116,BTC,2,1,4,4,4,4,9,13
1201122,BTC,2,3,4,4,3,1,11,12
1201131,BTC,1,4,2,2,2,3,8,11
1201145,BTC,2,4,3,3,3,2,10,12
1201164,BTC,1,3,1,1,1,2,5,7
1201207,BTC,1,3,2,2,2,1,7,8
1201224,BTC,3,1,2,3,4,4,6,10
1201241,BTC,2,3,3,4,3,4,10,14
1201252,BTC,3,4,4,1,4,4,9,13
1201253,BTC,3,2,3,2,2,4,7,11
1201256,BTC,3,1,3,3,3,4,7,11
1201266,BTC,3,4,2,3,2,4,9,13
1201284,BTC,2,1,4,3,4,1,8,9
1201285,Unknown,NA,3,1,2,2,4,6,10
1201289,BTC,NA,2,2,3,3,NA,7,NA
1201323,BTC,2,4,4,3,3,1,11,12
1201366,BTS,3,1,3,2,2,4,6,10
1201373,BTS,3,4,1,2,1,2,7,9
1201459,BTC,3,2,3,1,2,4,6,10
1201460,Unknown,NA,4,2,1,3,3,7,10
1201467,BTB,3,2,4,4,4,1,10,11
1201530,Unknown,NA,4,3,4,3,4,11,15
1201555,BTC,3,2,2,2,2,3,6,9
1201579,BTS,1,4,2,1,1,1,7,8
1201622,BTC,1,1,1,2,2,1,4,5
1201647,BTC,3,3,2,2,2,4,7,11
1201653,BTB,1,3,1,1,1,3,5,8
1201668,BTB,1,1,2,2,2,1,5,6
1201707,BTC,3,4,3,3,3,4,10,14
1201786,BTC,2,2,4,4,4,1,10,11
1201788,BTC,1,4,2,2,1,1,8,9
1201831,BTC,2,4,4,1,4,1,9,10
1201838,BTC,2,1,4,3,3,1,8,9
1201855,BTC,2,4,4,3,4,4,11,15
1201873,BTC,2,4,4,3,4,2,11,13
1201893,BTC,2,3,4,3,4,3,10,13
1201969,BTS,1,3,1,2,1,2,6,8
1201981,BTC,3,3,3,1,2,3,7,10
1201983,BTC,2,2,4,4,4,4,10,14
1202078,BTC,1,3,2,1,2,1,6,7
1202083,BTC,2,3,4,3,4,4,10,14
1202100,Unknown,NA,4,2,3,2,4,9,13
1202105,BTC,3,2,3,2,2,4,7,11
1202147,BTC,2,4,4,3,3,1,11,12
1202151,BTC,3,3,2,2,3,4,7,11
1202155,BTC,2,3,4,3,3,1,10,11
1202171,Unknown,NA,2,1,2,2,3,5,8
1202176,BTS,3,1,1,2,3,4,4,8
1202220,BTS,3,2,1,1,3,2,4,6
1202319,BTC,3,2,3,3,2,2,8,10
1202328,BTB,1,2,1,1,1,1,4,5
1202362,Unknown,NA,4,1,2,2,4,7,11
1202386,BTC,2,2,3,4,4,4,9,13
1202497,Unknown,NA,3,1,2,2,4,6,10
1202507,BTC,2,1,4,1,4,1,6,7
1202527,Unknown,NA,4,1,2,2,4,7,11
1202538,BTC,2,3,4,3,4,1,10,11
1202542,BTC,3,4,3,1,3,4,8,12
1202553,BTC,1,1,2,2,2,1,5,6
1202566,BTC,3,1,2,2,2,3,5,8
1202567,BTC,2,4,4,4,4,4,12,16
1202568,BTC,3,3,1,2,2,3,6,9
1202591,BTC,2,2,4,4,3,1,10,11
1202600,BTC,3,2,3,3,3,4,8,12
1202672,BTC,2,3,4,4,3,4,11,15
1202675,BTC,2,2,3,2,4,1,7,8
1202677,BTC,NA,1,1,3,2,NA,5,NA
1202689,Unknown,NA,4,1,1,1,1,6,7
1202702,BTC,2,1,4,2,3,1,7,8
1202712,BTC,3,3,2,3,2,4,8,12
1202724,BTC,2,3,3,4,4,4,10,14
1202729,BTC,2,3,4,3,4,1,10,11
1202741,BTC,1,4,1,2,2,2,7,9
1202766,Unknown,NA,1,1,1,1,1,3,4
1202779,BTC,3,2,2,2,1,3,6,9
1202788,BTC,2,4,4,3,3,2,11,13
1202858,BTC,2,4,4,3,3,3,11,14
1202866,BTC,1,3,1,2,1,1,6,7
1202869,BTC,1,3,4,1,1,1,8,9
1202879,BTC,2,4,4,1,3,2,9,11
1202948,BTC,1,4,1,1,1,1,6,7
1202955,BTC,2,4,3,4,3,4,11,15
1202980,BTC,2,2,3,3,3,1,8,9
1203013,BTC,2,3,4,4,3,4,11,15
1203018,BTC,2,3,4,3,3,1,10,11
1203039,BTC,2,1,4,4,4,3,9,12
1203049,BTC,1,1,3,3,2,1,7,8
1203053,BTC,3,4,4,2,3,3,10,13
1203058,BTC,1,4,1,1,1,3,6,9
1203115,BTC,2,4,4,4,3,1,12,13
1203126,BTC,2,4,4,4,4,4,12,16
1203139,BTB,3,3,4,4,4,1,11,12
1203160,BTB,2,2,4,4,4,2,10,12
1203252,BTC,3,4,4,2,2,3,10,13
1203255,BTC,1,2,1,1,1,3,4,7
1203314,BTC,2,4,4,4,4,4,12,16
1203315,BTC,3,4,2,3,3,4,9,13
1203375,BTC,2,1,3,4,4,3,8,11
1203387,BTS,2,4,4,3,3,1,11,12
1203392,BTC,2,3,3,3,4,4,9,13
1203431,BTC,2,3,3,3,3,2,9,11
1203434,BTC,NA,1,1,1,1,NA,3,NA
1203546,BTS,2,4,3,3,4,3,10,13
1203564,BTC,2,3,4,4,3,1,11,12
1203565,Unknown,NA,4,2,1,2,2,7,9
1203588,BTC,2,3,4,4,3,1,11,12
1203599,BTC,NA,4,4,1,4,NA,9,NA
1203639,BTC,2,1,3,4,4,3,8,11
1203649,BTC,2,1,3,3,4,1,7,8
1203705,BTI,1,4,1,2,2,3,7,10
1203720,BTC,3,2,4,2,1,2,8,10
1203735,BTC,3,2,2,1,2,2,5,7
1203750,BTC,2,1,4,4,4,3,9,12
1203798,BTC,2,4,4,2,3,3,10,13
1203808,BTC,2,1,3,4,4,1,8,9
1203855,BTC,2,3,4,4,4,3,11,14
1203870,BTC,2,1,3,4,4,2,8,10
1203897,BTC,1,4,2,2,1,3,8,11
1203907,BTC,1,4,1,1,1,3,6,9
1203936,BTC,3,3,2,2,2,3,7,10
1203961,BTC,1,3,1,2,1,3,6,9
1203963,BTC,2,4,4,3,4,3,11,14
1203989,BTC,1,4,3,2,1,2,9,11
1203997,BTC,3,1,2,2,2,4,5,9
1204024,BTS,2,3,4,4,3,3,11,14
1204048,BTB,1,3,2,2,2,3,7,10
1204078,BTS,2,1,3,4,4,4,8,12
1204127,Unknown,NA,3,1,1,1,1,5,6
1204188,BTC,2,3,4,4,4,4,11,15
1204312,Unknown,NA,3,3,3,3,4,9,13
1204326,BTC,2,3,4,3,4,1,10,11
1204330,BTC,2,2,3,4,4,1,9,10
1204336,BTC,3,3,1,2,1,4,6,10
1204351,BTC,2,1,4,3,4,3,8,11
1204357,BTB,2,1,3,2,3,4,6,10
1204382,Unknown,NA,2,1,1,2,2,4,6
1204388,BTC,3,1,1,2,3,3,4,7
1204441,BTC,1,2,1,2,1,1,5,6
1204457,BTC,2,2,4,4,4,1,10,11
1204473,BTC,2,1,3,4,4,1,8,9
1204478,BTC,NA,3,4,4,4,NA,11,NA
1204539,BTC,1,1,1,1,1,2,3,5
1204573,BTC,2,1,4,4,4,1,9,10
1204637,BTC,2,3,3,4,3,1,10,11
1204650,BTC,2,3,3,4,3,4,10,14
1204655,BTC,2,1,3,3,3,1,7,8
1204682,BTC,2,4,4,4,4,4,12,16
1204767,BTS,1,4,1,1,1,1,6,7
1204806,BTC,2,2,4,3,4,1,9,10
1204807,BTB,3,3,3,4,3,1,10,11
1204869,BTC,2,3,4,4,3,3,11,14
1204888,BTC,2,4,3,3,3,1,10,11
1204924,BTC,2,2,4,3,4,1,9,10
1204946,BTC,3,4,3,2,3,3,9,12
1204965,BTB,1,4,2,2,3,3,8,11
1205045,BTC,2,4,4,3,3,4,11,15
1205051,BTS,3,2,2,3,2,3,7,10
1205131,BTC,2,2,3,4,4,4,9,13
1205143,BTS,4,3,4,3,3,1,10,11
1205153,BTC,3,4,3,2,3,3,9,12
1205171,Unknown,NA,4,1,1,1,1,6,7
1205195,BTC,2,1,4,4,3,4,9,13
1205204,BTC,3,3,3,2,2,4,8,12
1205208,BTC,3,3,2,1,3,2,6,8
1205321,BTB,3,4,4,4,4,1,12,13
1205330,BTC,3,3,4,1,4,4,8,12
1205336,BTS,1,4,1,1,1,3,6,9
1205341,BTC,3,1,3,3,3,3,7,10
1205348,BTC,2,4,3,4,3,1,11,12
1205383,BTC,2,3,3,2,4,3,8,11
1205391,BTC,3,4,3,2,2,3,9,12
1205396,BTC,1,2,1,2,1,1,5,6
1205402,BTC,2,3,2,3,3,1,8,9
1205412,BTC,1,1,1,1,1,3,3,6
1205434,BTC,1,1,1,1,3,2,3,5
1205469,BTC,1,2,1,2,1,1,5,6
1205481,BTC,2,2,4,4,4,1,10,11
1205483,BTC,1,3,1,1,1,1,5,6
1205604,BTS,1,4,1,1,1,1,6,7
1205638,Unknown,NA,1,1,3,2,3,5,8
1205709,BTC,2,2,4,4,4,3,10,13
1205729,BTC,2,2,3,4,4,4,9,13
1205770,BTB,2,1,3,4,4,4,8,12
1205787,BTC,2,3,4,4,4,3,11,14
1205815,BTC,2,4,3,4,3,1,11,12
1205863,BTI,2,3,4,3,2,1,10,11
1205864,BTS,3,2,2,2,3,4,6,10
1205931,BTC,2,1,4,4,4,1,9,10
1205961,BTC,2,1,4,4,4,2,9,11
1205972,Unknown,NA,1,1,1,1,1,3,4
1205982,BTC,2,3,4,4,3,3,11,14
1206039,BTC,2,2,4,3,4,1,9,10
1206055,Unknown,NA,1,1,2,2,3,4,7
1206059,BTC,2,4,4,2,4,4,10,14
1206071,Unknown,NA,3,3,3,3,4,9,13
1206081,BTS,1,1,1,1,1,1,3,4
1206113,BTC,2,2,4,4,4,4,10,14
1206158,BTC,2,2,3,3,3,1,8,9
1206200,BTC,2,4,4,4,3,1,12,13
1206208,BTI,1,2,1,2,1,3,5,8
1206218,BTC,2,4,3,4,3,1,11,12
1206339,BTC,2,2,3,3,3,2,8,10
1206363,BTS,1,2,1,1,1,1,4,5
1206496,BTC,1,3,1,1,1,1,5,6
1206509,BTC,2,2,4,4,4,1,10,11
1206559,BTC,2,3,4,4,3,4,11,15
1206575,Unknown,NA,1,1,1,1,2,3,5
1206579,BTB,1,3,1,1,1,2,5,7
1206612,BTC,2,1,3,4,4,1,8,9
1206616,BTC,1,4,1,2,2,2,7,9
1206664,BTC,1,1,1,1,1,3,3,6
1206680,BTC,2,4,4,4,4,4,12,16
1206831,BTC,2,3,4,3,3,4,10,14
1206849,BTC,2,4,4,3,3,2,11,13
1206864,BTC,2,4,3,4,3,1,11,12
1206929,BTC,3,4,1,2,1,4,7,11
1206944,BTC,2,2,4,4,4,3,10,13
1206974,BTC,2,3,4,4,3,4,11,15
1207124,BTC,2,4,4,3,3,4,11,15
1207131,BTC,3,2,2,2,2,4,6,10
1207144,BTC,1,1,2,1,2,2,4,6
1207173,BTC,2,2,4,3,4,4,9,13
1207187,BTC,2,3,3,3,4,4,9,13
1207243,BTC,3,1,3,3,4,4,7,11
1207251,BTC,NA,3,4,4,4,NA,11,NA
1207278,BTC,3,3,2,2,2,4,7,11
1207291,BTC,1,4,1,2,1,3,7,10
1207310,BTC,3,2,2,1,4,3,5,8
1207313,BTC,2,4,3,4,3,4,11,15
1207318,BTC,3,1,2,2,2,4,5,9
1207320,BTC,2,4,4,3,3,3,11,14
1207382,BTC,2,1,4,4,4,1,9,10
1207411,Unknown,NA,3,2,3,2,4,8,12
1207443,BTC,2,4,4,4,4,3,12,15
1207444,Unknown,NA,1,1,1,1,NA,3,NA
1207466,BTC,3,2,2,3,2,3,7,10
1207503,BTC,2,3,4,2,3,4,9,13
1207515,BTC,1,2,1,2,1,2,5,7
1207544,BTC,2,4,3,4,3,1,11,12
1207560,BTC,NA,2,1,2,1,NA,5,NA
1207572,BTC,1,2,2,2,1,1,6,7
1207592,BTC,2,1,3,4,4,1,8,9
1207621,BTC,1,4,2,2,2,1,8,9
1207632,Unknown,NA,1,3,4,4,4,8,12
1207650,Unknown,NA,3,2,3,3,4,8,12
1207659,BTC,3,1,1,1,3,2,3,5
1207682,Unknown,NA,1,1,1,2,2,3,5
1207684,BTC,2,2,4,3,4,4,9,13
1207712,BTB,3,3,3,3,3,1,9,10
1207740,BTB,3,3,4,2,3,1,9,10
1207754,BTC,2,3,4,3,4,4,10,14
1207759,BTC,3,3,3,2,3,4,8,12
1207761,BTC,1,2,4,1,2,1,7,8
1207766,BTC,2,4,4,4,3,4,12,16
1207769,BTC,2,3,4,3,4,1,10,11
1207777,BTC,2,4,4,3,4,4,11,15
1207871,BTC,3,3,3,3,3,4,9,13
1207877,BTC,3,1,1,1,4,4,3,7
1207944,BTC,2,2,3,4,3,1,9,10
1207948,Unknown,NA,3,2,2,2,1,7,8
1207972,BTC,2,4,4,3,4,1,11,12
1207980,BTC,2,4,4,3,3,1,11,12
1208049,BTC,3,3,3,2,1,3,8,11
1208058,BTC,2,2,4,3,4,3,9,12
1208065,BTC,2,1,4,4,4,3,9,12
1208102,BTC,2,4,4,3,3,4,11,15
1208206,BTC,2,2,4,4,4,4,10,14
1208214,BTS,4,2,3,3,3,2,8,10
1208224,BTC,2,3,4,4,4,3,11,14
1208234,BTS,2,2,4,4,4,1,10,11
1208241,BTC,2,4,4,3,3,3,11,14
1208325,BTC,2,4,4,3,3,1,11,12
1208341,BTC,2,3,4,4,3,3,11,14
1208429,BTC,2,3,4,4,4,3,11,14
1208472,BTS,3,1,1,3,3,4,5,9
1208477,Unknown,NA,2,3,2,2,4,7,11
1208485,BTB,1,1,3,2,2,3,6,9
1208523,BTC,3,2,2,3,2,2,7,9
1208526,BTC,2,4,4,2,4,2,10,12
1208627,BTC,3,3,4,3,3,4,10,14
1208642,BTC,2,3,4,3,4,4,10,14
1208655,Unknown,NA,1,1,1,2,4,3,7
1208681,BTC,2,1,3,4,4,4,8,12
1208695,BTC,2,4,4,4,3,1,12,13
1208697,BTC,3,1,2,2,2,3,5,8
1208709,BTC,3,1,1,3,2,3,5,8
1208761,BTC,1,1,1,1,1,3,3,6
1208779,BTC,2,1,4,3,4,4,8,12
1208845,BTS,2,1,3,4,4,4,8,12
1208884,BTC,2,3,4,3,3,1,10,11
1208893,BTC,1,1,2,1,2,1,4,5
1208929,BTC,2,3,4,4,4,3,11,14
1208997,BTC,2,1,4,3,4,4,8,12
1209057,BTC,2,1,3,3,4,1,7,8
1209073,BTC,3,1,4,3,3,4,8,12
1209100,BTC,2,2,4,4,4,4,10,14
1209102,BTC,3,2,3,3,4,3,8,11
1209138,BTC,3,2,4,2,3,3,8,11
1209177,BTS,3,4,2,3,2,3,9,12
1209202,BTC,3,4,3,2,1,3,9,12
1209215,BTC,3,3,4,1,2,4,8,12
1209241,BTC,2,4,4,2,4,4,10,14
1209250,BTC,2,3,4,4,3,1,11,12
1209253,BTC,3,1,3,3,4,4,7,11
1209298,BTC,2,3,3,4,4,1,10,11
1209301,BTS,1,2,1,1,1,2,4,6
1209320,BTC,1,4,4,2,3,1,10,11
1209349,BTC,2,4,3,4,3,1,11,12
1209415,BTC,2,3,4,3,3,1,10,11
1209487,BTC,NA,2,1,2,1,NA,5,NA
1209508,BTC,2,2,4,4,4,1,10,11
1209519,BTC,2,4,4,4,4,1,12,13
1209524,BTC,2,2,3,4,4,2,9,11
1209532,BTB,3,4,4,3,4,1,11,12
1209538,BTC,3,1,3,2,3,3,6,9
1209555,BTC,2,2,4,3,4,1,9,10
1209568,BTC,2,3,4,4,3,4,11,15
1209584,BTC,2,4,4,4,4,1,12,13
1209615,BTC,1,3,1,1,3,2,5,7
1209642,BTC,2,3,4,3,4,4,10,14
1209741,BTC,1,4,2,2,2,1,8,9
1209751,Unknown,NA,1,1,1,1,NA,3,NA
1209758,BTC,3,4,2,2,3,4,8,12
1209780,BTC,2,2,3,4,4,3,9,12
1209785,BTC,2,2,3,4,3,1,9,10
1209786,BTC,1,2,2,2,1,1,6,7
1209801,BTC,1,4,1,1,1,2,6,8
1209879,BTC,2,2,4,3,4,1,9,10
1209883,BTC,2,3,4,3,4,4,10,14
1209890,Unknown,NA,1,1,1,2,1,3,4
1209899,BTC,1,1,1,2,1,1,4,5
1209904,BTC,2,4,4,3,4,4,11,15
1209905,BTC,2,3,4,4,4,1,11,12
1209906,Unknown,NA,4,3,2,1,1,9,10
1209934,BTC,2,3,4,4,3,2,11,13
1209972,BTC,3,1,2,3,3,4,6,10
1209975,BTC,3,1,3,2,3,3,6,9
1209979,BTC,2,4,4,3,3,1,11,12
1209981,BTC,1,2,1,2,1,1,5,6
1209999,BTB,1,1,2,2,2,4,5,9
1210007,BTC,2,2,4,4,4,4,10,14
1210014,Unknown,NA,4,1,1,1,2,6,8
1210022,Unknown,NA,4,1,1,2,3,6,9
1210048,Unknown,NA,3,1,1,1,3,5,8
1210066,BTC,2,4,4,4,3,1,12,13
1210071,BTC,2,1,3,4,4,3,8,11
1210128,Unknown,NA,2,1,1,1,3,4,7
1210160,BTC,2,2,4,4,4,4,10,14
1210180,BTC,2,4,4,4,3,3,12,15
1210206,BTS,2,3,3,3,3,1,9,10
1210240,BTC,3,1,1,3,4,4,5,9
1210261,BTC,1,4,2,2,1,1,8,9
1210285,BTC,2,1,4,3,4,1,8,9
1210349,BTB,3,3,4,4,3,1,11,12
1210396,BTC,3,1,2,2,2,3,5,8
1210431,BTC,2,4,4,4,4,4,12,16
1210483,BTC,1,3,2,2,1,1,7,8
1210510,BTC,2,3,3,3,3,4,9,13
1210520,BTC,2,4,4,3,3,2,11,13
1210542,Unknown,NA,3,1,2,2,4,6,10
1210550,BTC,1,1,4,3,1,1,8,9
1210584,BTC,2,3,4,3,4,3,10,13
1210622,BTC,3,4,2,3,2,4,9,13
1210624,BTC,2,1,4,3,4,4,8,12
1210626,BTC,2,4,4,3,4,3,11,14
1210628,BTB,2,3,4,3,3,4,10,14
1210638,BTC,2,2,4,4,4,3,10,13
1210695,BTC,1,3,1,2,1,1,6,7
1210730,BTC,2,3,4,3,4,4,10,14
1210786,BTC,2,3,3,4,3,4,10,14
1210804,BTC,2,3,4,4,4,1,11,12
1210830,BTC,3,3,2,2,2,3,7,10
1210832,BTC,1,2,1,2,1,2,5,7
1210849,BTC,1,4,2,2,1,2,8,10
1210908,BTC,1,1,1,2,1,1,4,5
1210917,BTC,1,4,2,2,3,2,8,10
1210925,BTC,2,4,3,4,3,4,11,15
1210978,BTC,1,2,1,1,2,1,4,5
1211002,BTC,2,4,4,4,3,3,12,15
1211007,BTC,1,4,1,1,1,2,6,8
1211045,BTC,1,1,2,2,1,1,5,6
1211048,BTC,3,3,1,2,2,3,6,9
1211093,BTC,1,2,2,2,2,2,6,8
1211106,BTC,3,3,3,2,2,4,8,12
1211114,BTC,2,4,4,4,4,4,12,16
1211130,BTC,3,4,1,2,1,4,7,11
1211151,BTS,2,4,4,3,4,1,11,12
1211165,BTC,2,2,3,4,4,4,9,13
1211182,BTC,3,1,3,3,4,4,7,11
1211196,BTC,2,3,4,4,3,3,11,14
1211200,BTC,3,3,2,2,2,4,7,11
1211210,BTB,1,1,2,2,2,1,5,6
1211216,BTC,2,1,4,3,4,1,8,9
1211221,BTC,2,2,4,4,4,4,10,14
1211253,BTS,2,2,3,4,4,1,9,10
1211291,BTB,2,1,4,4,4,3,9,12
1211309,BTC,2,2,3,3,3,1,8,9
1211312,BTC,3,4,2,2,2,3,8,11
1211386,BTS,NA,2,1,1,1,NA,4,NA
1211423,BTC,3,2,2,3,3,3,7,10
1211485,BTC,2,2,3,2,3,1,7,8
1211518,BTC,NA,1,4,1,1,NA,6,NA
1211558,BTS,2,4,4,4,4,4,12,16
1211570,Unknown,NA,4,1,2,1,3,7,10
1211583,BTS,3,1,1,3,3,4,5,9
1211591,BTC,3,2,2,2,2,2,6,8
1211603,BTC,2,1,4,4,4,4,9,13
1211605,BTC,1,1,2,3,2,1,6,7
1211608,BTC,2,4,4,3,4,1,11,12
1211634,BTC,1,1,3,1,2,1,5,6
1211688,BTC,3,1,3,3,3,4,7,11
1211750,BTC,2,4,3,4,3,3,11,14
1211815,BTC,2,3,3,4,3,3,10,13
1211829,BTC,2,3,4,3,4,4,10,14
1211832,BTS,1,4,2,1,1,1,7,8
1211875,BTC,2,3,3,3,3,1,9,10
1211895,BTC,1,1,2,2,2,1,5,6
1211917,BTC,3,2,2,2,3,2,6,8
1211924,BTC,1,2,2,2,2,1,6,7
1211975,BTC,2,4,4,4,3,4,12,16
1211994,BTC,1,1,1,1,1,2,3,5
1212019,BTC,3,1,1,3,4,1,5,6
1212030,BTC,2,1,4,4,3,4,9,13
1212040,BTC,2,4,4,4,3,1,12,13
1212044,BTS,3,4,3,3,2,2,10,12
1212069,BTC,2,1,4,3,4,1,8,9
1212093,BTC,2,1,4,3,3,4,8,12
1212101,BTC,1,2,1,1,1,1,4,5
1212107,BTB,1,4,2,2,2,3,8,11
1212142,BTB,2,2,3,2,4,2,7,9
1212166,Unknown,NA,1,1,2,2,3,4,7
1212194,BTC,2,4,3,4,3,1,11,12
1212205,BTC,2,1,3,4,4,1,8,9
1212216,BTC,2,2,4,3,4,1,9,10
1212251,BTC,3,1,2,1,2,4,4,8
1212270,BTC,2,1,3,4,3,4,8,12
1212275,BTC,3,1,4,4,3,4,9,13
1212294,BTC,2,3,4,4,3,3,11,14
1212306,BTS,2,4,3,4,3,3,11,14
1212363,BTC,2,2,4,3,3,3,9,12
1212372,BTC,3,3,1,2,2,4,6,10
1212406,BTC,2,4,4,4,3,3,12,15
1212487,BTB,2,3,4,4,4,4,11,15
1212522,BTC,2,1,3,4,4,3,8,11
1212528,BTC,1,3,1,1,3,2,5,7
1212529,Unknown,NA,2,1,2,2,1,5,6
1212543,Unknown,NA,3,1,2,2,3,6,9
1212703,BTS,3,1,2,2,3,4,5,9
1212716,BTC,2,1,4,4,4,4,9,13
1212770,BTC,3,1,2,1,3,3,4,7
1212784,BTC,3,4,4,2,3,4,10,14
1212791,BTC,2,2,4,4,4,1,10,11
1212818,BTC,3,4,3,3,2,3,10,13
1212853,BTC,2,3,4,3,4,4,10,14
1212857,BTC,2,2,4,3,4,3,9,12
1212888,Unknown,NA,1,2,2,2,1,5,6
1212899,BTC,3,4,2,2,2,3,8,11
1212911,BTC,2,4,4,4,4,1,12,13
1212918,BTC,2,3,4,4,4,4,11,15
1212932,Unknown,NA,2,1,2,2,4,5,9
1212938,BTC,1,4,1,1,1,1,6,7
1212952,BTC,NA,1,2,2,1,NA,5,NA
1212955,BTC,2,2,4,2,4,1,8,9
1212958,BTC,3,1,2,2,2,3,5,8
1212992,BTC,1,4,1,1,1,1,6,7
1213004,BTC,2,3,4,3,3,3,10,13
1213031,BTC,2,2,4,3,4,3,9,12
1213033,BTC,2,2,3,3,3,1,8,9
1213046,BTC,1,2,3,1,1,1,6,7
1213091,BTC,1,2,1,1,1,2,4,6
1213099,BTC,2,4,3,4,3,1,11,12
1213130,BTC,2,1,4,2,4,1,7,8
1213136,BTB,1,4,2,2,1,1,8,9
1213158,BTC,3,1,1,1,1,4,3,7
1213162,BTS,2,1,4,4,4,2,9,11
1213178,BTC,3,3,3,3,4,4,9,13
1213195,BTB,2,1,4,4,4,4,9,13
1213204,BTC,2,4,4,4,3,3,12,15
1213308,BTC,2,3,4,4,4,3,11,14
1213328,BTC,2,1,3,4,4,1,8,9
1213330,BTC,2,4,4,4,3,3,12,15
1213343,BTC,2,4,4,4,4,4,12,16
1213346,BTC,1,3,4,1,1,1,8,9
1213350,BTC,2,2,4,2,4,4,8,12
1213354,BTS,1,1,1,1,1,1,3,4
1213367,BTC,3,2,3,2,2,4,7,11
1213368,BTB,2,3,4,4,3,3,11,14
1213379,BTS,4,3,3,2,3,1,8,9
1213394,BTB,2,3,4,3,3,4,10,14
1213398,BTB,2,3,4,4,4,4,11,15
1213402,BTC,2,4,4,3,3,3,11,14
1213412,BTC,2,1,4,4,4,2,9,11
1213552,BTS,3,2,3,3,3,3,8,11
1213581,BTC,3,2,3,1,2,3,6,9
1213592,BTC,1,2,2,2,3,1,6,7
1213643,BTC,2,1,4,4,3,1,9,10
1213670,BTC,2,2,4,4,4,2,10,12
1213681,BTC,2,3,4,3,3,3,10,13
1213691,BTS,2,4,4,4,4,4,12,16
1213709,BTC,1,2,1,2,1,1,5,6
1213724,BTC,2,4,2,3,4,4,9,13
1213725,BTS,1,2,1,1,1,1,4,5
1213749,BTB,3,2,4,4,4,1,10,11
1213782,BTS,3,4,2,3,3,3,9,12
1213788,BTC,2,4,3,4,3,1,11,12
1213816,BTC,1,4,2,1,1,3,7,10
1213856,BTC,1,3,2,1,2,3,6,9
1213857,BTC,2,4,4,2,3,2,10,12
1213866,BTC,2,3,4,4,3,4,11,15
1213868,BTC,2,2,4,4,4,4,10,14
1213877,BTC,2,1,4,4,4,2,9,11
1213896,BTB,2,2,3,4,4,3,9,12
1213901,BTC,1,3,1,1,1,1,5,6
1213937,BTS,3,2,3,2,3,4,7,11
1213940,BTC,NA,4,4,3,3,NA,11,NA
1214054,BTC,2,3,4,4,4,1,11,12
1214056,BTC,3,4,2,2,2,4,8,12
1214086,BTC,2,2,4,4,4,3,10,13
1214102,BTS,3,2,1,1,3,2,4,6
1214112,BTC,1,1,1,1,3,2,3,5
1214113,BTC,2,2,3,4,4,1,9,10
1214127,BTC,1,3,2,3,3,1,8,9
1214160,BTC,2,3,4,3,3,2,10,12
1214201,BTC,2,4,4,4,4,4,12,16
1214243,BTC,2,1,3,4,4,4,8,12
1214255,BTS,1,2,1,1,1,3,4,7
1214263,BTS,4,2,3,3,2,2,8,10
1214303,BTC,3,1,1,3,4,1,5,6
1214332,BTC,2,2,4,4,4,4,10,14
1214334,BTC,1,4,2,2,2,2,8,10
1214349,BTC,3,1,2,2,2,4,5,9
1214363,BTC,3,2,3,3,3,4,8,12
1214386,BTC,2,3,4,4,4,3,11,14
1214400,BTC,3,2,2,3,2,3,7,10
1214401,BTC,1,4,3,2,1,1,9,10
1214416,BTC,2,2,4,4,4,1,10,11
1214418,BTC,3,1,2,1,4,2,4,6
1214426,BTC,3,2,4,1,3,4,7,11
1214526,BTS,3,3,4,1,3,4,8,12
1214542,BTI,1,4,1,1,1,2,6,8
1214561,BTC,2,3,4,4,4,4,11,15
1214639,BTC,3,3,1,1,3,3,5,8
1214641,BTC,3,1,1,1,2,3,3,6
1214642,BTC,2,1,3,4,4,4,8,12
1214650,BTC,3,1,2,3,2,4,6,10
1214667,BTC,1,4,2,2,1,2,8,10
1214681,BTC,2,3,4,3,3,4,10,14
1214717,BTC,2,3,4,4,4,1,11,12
1214728,BTC,1,1,1,1,1,1,3,4
1214756,BTB,1,3,1,2,3,1,6,7
1214769,BTC,2,3,4,3,3,1,10,11
1214795,BTC,2,4,3,4,4,1,11,12
1214824,BTC,2,1,4,3,4,2,8,10
1214855,BTC,2,4,3,4,4,2,11,13
1214933,BTC,2,2,4,3,3,2,9,11
1214996,BTC,2,4,3,4,3,4,11,15
1215007,BTC,2,3,3,4,4,3,10,13
1215013,BTC,2,2,4,4,4,1,10,11
1215016,BTC,3,2,2,2,2,3,6,9
1215017,BTC,3,2,3,3,2,4,8,12
1215025,Unknown,NA,4,2,3,3,3,9,12
1215052,BTC,2,3,4,3,3,4,10,14
1215060,BTC,3,2,4,2,2,4,8,12
1215065,BTC,3,2,2,1,2,3,5,8
1215068,BTC,2,4,4,4,3,3,12,15
1215138,BTC,2,4,4,4,3,4,12,16
1215183,BTC,3,3,3,1,2,3,7,10
1215224,BTC,3,1,3,2,2,3,6,9
1215226,BTC,1,2,1,1,1,3,4,7
1215257,BTC,2,3,4,3,4,1,10,11
1215302,BTC,2,3,2,3,4,1,8,9
